settlement_id,utr,settled_on,order_id,entity_type,gross,fees,tax,net
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_mRpyS59FXIuTKF,payment,3567.17,71.34,12.84,3482.99
setl_jdaru1ht9z5tTc,NQQ2T7IEGY6467GS,2026-08-31,order_sw0nOWlGIRLjyH,payment,29830.53,596.61,107.39,29126.53
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_1K1pZn3bprxVZ1,payment,706.15,14.12,2.54,689.49
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_6DFQ0SUYbzQYrt,payment,1458.36,29.17,5.25,1423.94
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_91PYzS6cE7s4PI,payment,1346.68,26.93,4.85,1314.90
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_9bRxOZ44ZhmDwm,payment,702.00,14.04,2.53,685.43
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_D55tYioBb8wYpO,payment,4810.29,96.21,17.32,4696.76
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_HkOqsOgRB5yOaQ,payment,50029.94,1000.60,180.11,48849.23
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_NITisgExcPUGzt,payment,1765.33,35.31,6.36,1723.66
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_NeSGCzAgEHQXXP,payment,4010.00,80.20,14.44,3915.36
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_Q9Zq8h5TN4dqxY,payment,4045.01,80.90,14.56,3949.55
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_Sd9TVflfx8WPJ0,payment,2416.28,48.33,8.70,2359.25
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_WzgDURRvc7w062,payment,1778.96,35.58,6.40,1736.98
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_cIj8QLxL2plMA7,payment,56970.91,1139.42,205.10,55626.39
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_chWpotW6vTRzds,payment,728.47,14.57,2.62,711.28
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_e8HZxN35Gt6UIR,payment,3718.71,74.37,13.39,3630.95
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_h0YR5MfIb24b48,payment,4453.07,89.06,16.03,4347.98
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_qyNS0ylpPjogVs,payment,2285.12,45.70,8.23,2231.19
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_szjZdnF2fenlr7,payment,4893.37,97.87,17.62,4777.88
setl_orBAUhDlGPUXh1,GGUT02UUPY110PQJ,2026-09-01,order_zOz8Gm7dNWha55,payment,3387.06,67.74,12.19,3307.13
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_0wAfgNIGNXBItR,payment,1305.42,26.11,4.70,1274.61
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_FVc7Cv4oQW85B7,payment,4149.68,82.99,14.94,4051.75
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_Fa0TFx5izerYVR,payment,2400.84,48.02,8.64,2344.18
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_G1p5tVzXwlZooN,payment,1516.08,30.32,5.46,1480.30
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_GYP4FazaKIcDji,payment,1491.89,29.84,5.37,1456.68
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_Ggfiks1T0rmnHH,payment,4966.60,99.33,17.88,4849.39
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_PO9xpCnhv9dI6l,payment,41023.94,820.48,147.69,40055.77
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_Q6eAV8ysFGbL0J,payment,2700.35,54.01,9.72,2636.62
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_QaUnGNxnRSD1AP,payment,2361.54,47.23,8.50,2305.81
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_SPUHs3sBKIlj4I,payment,1883.25,37.67,6.78,1838.80
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_UCvPcJAarJ7ytC,payment,47214.29,944.29,169.97,46100.03
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_gygQTw6qFAbqfP,payment,1952.62,39.05,7.03,1906.54
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_ixYKTmw7Kr2qBQ,payment,1283.15,25.66,4.62,1252.87
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_jKI1tF0fu9yaHb,payment,4179.15,83.58,15.04,4080.53
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_mUqmVKRQpE8qcu,payment,56283.27,1125.67,202.62,54954.98
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_oXgNwPFgfuLBBx,payment,786.76,15.74,2.83,768.19
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_q6eM2ftcCSCEXb,payment,1961.66,39.23,7.06,1915.37
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_xoi9xDprx3TY6r,payment,39280.21,785.60,141.41,38353.20
setl_1wht3jNWGGbK5p,42PPN1AAQNFA60TJ,2026-09-02,order_zPwik34FOXCfOs,payment,3338.47,66.77,12.02,3259.68
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_EkRe6X3ImAwDll,payment,21760.11,435.20,78.34,21246.57
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_EsQGldecxbNSac,payment,3872.72,77.45,13.94,3781.33
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_Hn5O8Jn8Z1LYNH,payment,12879.09,257.58,46.36,12575.15
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_JwwWnBFuvvQG0h,payment,744.44,14.89,2.68,726.87
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_LpTytaL37cgsqU,payment,4688.00,93.76,16.88,4577.36
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_YJXzjVWlWiifXd,payment,3161.73,63.23,11.38,3087.12
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_fkrGK3rtLBE9ey,payment,3950.92,79.02,14.22,3857.68
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_gD5i82S971VxSw,payment,581.31,11.63,2.09,567.59
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_hilpjaJVj5eUgh,payment,3012.93,60.26,10.85,2941.82
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_l2TWFo1yBC32uU,payment,3901.75,78.04,14.05,3809.66
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_nuQIqQzoobmbYR,payment,1826.55,36.53,6.58,1783.44
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_tgxURJFVuNNd54,payment,2124.04,42.48,7.65,2073.91
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_wcK556dhMIkDcB,payment,951.81,19.04,3.43,929.34
setl_S7XEk0BAQo02pv,93HFEENIB7RSQ84G,2026-09-03,order_kL6cOILfN4ggjG,chargeback,-4747.60,-94.95,-17.09,-4635.56
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_2A7wTh8buAuuez,payment,406.29,8.13,1.46,396.70
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_2kgANqevkFuGBw,payment,14162.07,283.24,50.98,13827.85
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_7cUsdp9fvia6bT,payment,2339.79,46.80,8.42,2284.57
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_8zdYprqtXgPomo,payment,3640.01,72.80,13.10,3554.11
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_Dcy7jg5sNgsrkA,payment,3756.23,75.12,13.52,3667.59
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_HSxe6r1Q2AYAZx,payment,2071.74,41.43,7.46,2022.85
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_OkCoupUBQcXfsi,payment,3725.70,74.51,13.41,3637.78
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_Q5sJmWL2SyzA5t,payment,53598.52,1071.97,192.95,52333.60
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_UpVRLrpcLnIX3G,payment,54555.07,1091.10,196.40,53267.57
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_UshksKD4yyClQs,payment,10891.47,217.83,39.21,10634.43
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_Y9kkFnZ5KL8Nzn,payment,2810.71,56.21,10.12,2744.38
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_bsMtZ5GINyEEbB,payment,1352.15,27.04,4.87,1320.24
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_cKVu4cfd0rhiAn,payment,42899.57,857.99,154.44,41887.14
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_liOPfbwDgNfWZs,payment,6421.11,128.42,23.12,6269.57
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_qDLPRWcHEfaVxW,payment,1709.44,34.19,6.15,1669.10
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_qIs1M6MlAOB1pP,payment,388.83,7.78,1.40,379.65
setl_YVCImGWGUtJqf8,EYT3PG4YXSXCAWIT,2026-09-04,order_qcROnTIxeE0B3h,payment,4233.70,84.67,15.24,4133.79
